2.000000E+2	-8.683489E-11	-7.298000E+1	0.000000E+0	2.472156E-8	0.000000E+0	0.000000E+0	0.000000E+0
2.001000E+2	-6.911682E-11	-6.645000E+1	1.000000E+10	7.509961E-8	0.000000E+0	0.000000E+0	0.000000E+0
2.002000E+2	-6.208036E-11	-7.983000E+1	2.000000E+10	6.503687E-8	0.000000E+0	0.000000E+0	0.000000E+0
2.003000E+2	-5.012823E-11	-5.682000E+1	3.000000E+10	4.651142E-8	0.000000E+0	0.000000E+0	0.000000E+0
2.004000E+2	-3.816508E-11	-6.945000E+1	4.000000E+10	5.635065E-8	0.000000E+0	0.000000E+0	0.000000E+0
2.005000E+2	-3.988197E-11	-6.224000E+1	5.000000E+10	1.504116E-7	0.000000E+0	0.000000E+0	0.000000E+0
2.006000E+2	-3.743400E-11	-8.771000E+1	6.000000E+10	6.488971E-8	0.000000E+0	0.000000E+0	0.000000E+0
2.007000E+2	-1.454991E-11	-6.680000E+1	7.000000E+10	1.318272E-7	0.000000E+0	0.000000E+0	0.000000E+0
2.008000E+2	2.179158E-11	1.096000E+2	8.000000E+10	1.311483E-7	0.000000E+0	0.000000E+0	0.000000E+0
2.009000E+2	5.376958E-11	1.394000E+2	9.000000E+10	1.025401E-7	0.000000E+0	0.000000E+0	0.000000E+0
2.010000E+2	1.507482E-10	1.036000E+2	1.000000E+11	2.009770E-7	0.000000E+0	0.000000E+0	0.000000E+0
2.011000E+2	2.382071E-10	1.114000E+2	1.100000E+11	6.490168E-8	0.000000E+0	0.000000E+0	0.000000E+0
2.012000E+2	3.509070E-10	1.111000E+2	1.200000E+11	1.850081E-7	0.000000E+0	0.000000E+0	0.000000E+0
2.013000E+2	4.085796E-10	1.164000E+2	1.300000E+11	1.844384E-7	0.000000E+0	0.000000E+0	0.000000E+0
2.014000E+2	4.401457E-10	1.139000E+2	1.400000E+11	1.257604E-7	0.000000E+0	0.000000E+0	0.000000E+0
2.015000E+2	4.856882E-10	1.126000E+2	1.500000E+11	2.085122E-7	0.000000E+0	0.000000E+0	0.000000E+0
2.016000E+2	4.874993E-10	1.131000E+2	1.600000E+11	1.526289E-7	0.000000E+0	0.000000E+0	0.000000E+0
2.017000E+2	4.747414E-10	1.121000E+2	1.700000E+11	2.529588E-7	0.000000E+0	0.000000E+0	0.000000E+0
2.018000E+2	4.965992E-10	1.131000E+2	1.800000E+11	1.768753E-7	0.000000E+0	0.000000E+0	0.000000E+0
2.019000E+2	4.726119E-10	1.110000E+2	1.900000E+11	2.786862E-7	0.000000E+0	0.000000E+0	0.000000E+0
2.020000E+2	4.765739E-10	1.136000E+2	2.000000E+11	2.571805E-7	0.000000E+0	0.000000E+0	0.000000E+0
2.021000E+2	4.565750E-10	1.124000E+2	2.100000E+11	2.474212E-7	0.000000E+0	0.000000E+0	0.000000E+0
2.022000E+2	4.364504E-10	1.145000E+2	2.200000E+11	3.383231E-7	0.000000E+0	0.000000E+0	0.000000E+0
2.023000E+2	3.819977E-10	1.128000E+2	2.300000E+11	2.341065E-7	0.000000E+0	0.000000E+0	0.000000E+0
2.024000E+2	3.307324E-10	1.157000E+2	2.400000E+11	3.561420E-7	0.000000E+0	0.000000E+0	0.000000E+0
2.025000E+2	2.433660E-10	1.160000E+2	2.500000E+11	2.653421E-7	0.000000E+0	0.000000E+0	0.000000E+0
2.026000E+2	2.066420E-10	1.081000E+2	2.600000E+11	3.011514E-7	0.000000E+0	0.000000E+0	0.000000E+0
2.027000E+2	1.873974E-10	1.127000E+2	2.700000E+11	3.242211E-7	0.000000E+0	0.000000E+0	0.000000E+0
2.028000E+2	1.818665E-10	1.119000E+2	2.800000E+11	2.900845E-7	0.000000E+0	0.000000E+0	0.000000E+0
2.029000E+2	2.127841E-10	1.137000E+2	2.900000E+11	2.955411E-7	0.000000E+0	0.000000E+0	0.000000E+0
2.030000E+2	2.579916E-10	1.158000E+2	3.000000E+11	3.091639E-7	0.000000E+0	0.000000E+0	0.000000E+0
2.031000E+2	2.983000E-10	1.130000E+2	3.100000E+11	2.674221E-7	0.000000E+0	0.000000E+0	0.000000E+0
2.032000E+2	2.800573E-10	1.120000E+2	3.200000E+11	3.001710E-7	0.000000E+0	0.000000E+0	0.000000E+0
2.033000E+2	2.780559E-10	1.154000E+2	3.300000E+11	2.917166E-7	0.000000E+0	0.000000E+0	0.000000E+0
2.034000E+2	2.235637E-10	1.110000E+2	3.400000E+11	2.830310E-7	0.000000E+0	0.000000E+0	0.000000E+0
2.035000E+2	1.618517E-10	1.116000E+2	3.500000E+11	2.805131E-7	0.000000E+0	0.000000E+0	0.000000E+0
2.036000E+2	1.563533E-10	1.116000E+2	3.600000E+11	2.812184E-7	0.000000E+0	0.000000E+0	0.000000E+0
2.037000E+2	7.815699E-11	1.107000E+2	3.700000E+11	2.716374E-7	0.000000E+0	0.000000E+0	0.000000E+0
2.038000E+2	5.871820E-11	1.010000E+2	3.800000E+11	2.792870E-7	0.000000E+0	0.000000E+0	0.000000E+0
2.039000E+2	5.024612E-11	1.036000E+2	3.900000E+11	2.723185E-7	0.000000E+0	0.000000E+0	0.000000E+0
2.040000E+2	7.804977E-12	4.227000E+1	4.000000E+11	2.719491E-7	0.000000E+0	0.000000E+0	0.000000E+0
2.041000E+2	1.506755E-11	8.999000E+1	4.100000E+11	2.509033E-7	0.000000E+0	0.000000E+0	0.000000E+0
2.042000E+2	-3.455979E-11	-6.680000E+1	4.200000E+11	2.500901E-7	0.000000E+0	0.000000E+0	0.000000E+0
2.043000E+2	-9.731417E-11	-7.483000E+1	4.300000E+11	2.337836E-7	0.000000E+0	0.000000E+0	0.000000E+0
2.044000E+2	-1.290880E-10	-6.778000E+1	4.400000E+11	2.180450E-7	0.000000E+0	0.000000E+0	0.000000E+0
2.045000E+2	-1.400332E-10	-6.523000E+1	4.500000E+11	2.185503E-7	0.000000E+0	0.000000E+0	0.000000E+0
2.046000E+2	-1.527996E-10	-6.713000E+1	4.600000E+11	1.979814E-7	0.000000E+0	0.000000E+0	0.000000E+0
2.047000E+2	-1.826255E-10	-7.320000E+1	4.700000E+11	1.902042E-7	0.000000E+0	0.000000E+0	0.000000E+0
2.048000E+2	-1.907654E-10	-6.984000E+1	4.800000E+11	1.868825E-7	0.000000E+0	0.000000E+0	0.000000E+0
2.049000E+2	-2.200572E-10	-6.813000E+1	4.900000E+11	1.804716E-7	0.000000E+0	0.000000E+0	0.000000E+0
